key,en,ar
SDN-942B93854462-658B84587935-X-8384924,Adum,أدم
SDN-942B11096066-658B16705481-X-6992597,Hillat al Oshara,هلّة الوشر
SDN-942B97861395-658B53081734-X-376623,Defadi,
SDN-942B53073919-658B95748812-X-377606,Bashām,بشام
SDN-942B1690804-658B80869572-X-373258,Jung,جنغ
SDN-942B53073919-658B47689734-X-365017,Umm Ḩasan,أمّ حسن
SDN-942B93854462-658B54406774-X-8385482,Nutto,نتّو
SDN-942B86275988-658B58223905-X-379449,El Hallufa,الحلّوفة
SDN-942B80268870-658B49744868-X-7023616,Hillat el Hassanab,Hillat el Hassanab
SDN-942B91082353-658B90307628-X-380107,‘Adila,عدل
SDN-942B51960613-658B21018606-X-376672,Dawmah,دومة
SDN-942B53073919-658B47689734-X-7029199,Kuku,كك
SDN-942B93854462-658B54406774-X-8385400,Umm Deisis,
SDN-942B2883900-658B65201614-X-364066,Wad Ruwāq,ود رواق
SDN-942B80268870-658B49744868-X-443965,Hillat el Hosh,Hillat el Hosh
SDN-942B2883900-658B27701575-X-376750,Dār al Bakhītah,دار البخيتة
SDN-942B6749338-658B87167729-X-381046,Abri,عبري
SDN-942B97861395-658B26539632-X-379316,El Joghub,الجوغب
SDN-942B97861395-658B91404659-X-434476,Zan Gamat,زن غأمت
SDN-942B51960613-658B59992430-X-364721,Umm Rob,أمّ روب
SDN-942B97552203-658B38442198-X-363500,Zarqā’ Jamāl ad Dīn,زرقاء جمال الدين
SDN-942B51960613-658B15786683-X-7026219,Baḩr Al ‘Ilōm,Baḩr Al ‘Ilōm
SDN-942B2883900-658B65201614-X-372550,Khamīsah,خميسة
SDN-942B97861395-658B15644153-X-371743,Kuturi,كتر
SDN-942B3923818-658B82603768-X-8384739,Kurula,كرل
SDN-942B51960613-658B15336674-X-380166,Ad Dawḩah,الدوحة
SDN-942B86275988-658B34506299-X-363439,Zulumingtong,زلمنغتونغ
SDN-942B1690804-658B80869572-X-367068,Shigaib,شغأب
SDN-942B53073919-658B13785953-X-6854116,Az̧z̧iteţ Aşşaghīra,Az̧z̧iteţ Aşşaghīra
SDN-942B11858188-658B82752604-X-366736,Şūfī,صوفي
SDN-942B6749338-658B55920549-X-376620,Defoi,دفوي
SDN-942B2883900-658B27701575-X-378287,As Sirāj,السراج
SDN-942B86275988-658B29195193-X-8047338,Bunnai,بنّإ
SDN-942B1690804-658B65009750-X-374861,Ghubayshāt,غبيشات
SDN-942B86275988-658B15910067-X-7041151,Tabofutoa,تبوفتو
SDN-942B1690804-658B32348928-X-372319,Kobbei,كوبّإ
SDN-942B51960613-658B59992430-X-378464,Er Rekeib,الركيب
SDN-942B86275988-658B58223905-X-8147400,Umm Seilha,
SDN-942B90817386-658B6286402-X-7024726,Kambu al Rattaga,كمب الرتّغأ
SDN-942B93854462-658B34022269-X-370485,Mararit,مررت
SDN-942B69992162-658B74043765-X-7029048,Al Hirēziyya Abu Al Qāsim,Al Hirēziyya Abu Al Qāsim
SDN-942B51960613-658B15786683-X-6983226,Mi‘ejna Muşţafa,Mi‘ejna Muşţafa
SDN-942B82453041-658B71268180-X-364482,Umm Waraqāt,أمّ ورقات
SDN-942B53073919-658B51731802-X-374201,Hillat al Hamadab,هلّة الهمدب
SDN-942B1690804-658B90950158-X-369995,Miskī,مسكي
SDN-942B53073919-658B31729364-X-364680,Umm Sanţah,أمّ سنطة
SDN-942B3923818-658B4724147-X-7750468,Tiringa,ترنغأ
SDN-942B51960613-658B15336674-X-376709,Dār Mūsá,دار موسى
SDN-942B69992162-658B37698204-X-374024,Ḩasab al Karīm,حسب الكريم
SDN-942B93854462-658B67199928-X-378249,Asuburi,أسبر
SDN-942B3923818-658B10289929-X-374646,Gudai,غأدإ
SDN-942B51960613-658B15336674-X-369610,Musallamīyah,مسلّميّة
SDN-942B53073919-658B31729364-X-7018712,Al Mukefi,Al Mukefi
SDN-942B69992162-658B5492704-X-374559,Gurgur,غأرغأر
SDN-942B93854462-658B86266976-X-374955,Geri,
SDN-942B97552203-658B56170266-X-377094,Burayr,برير
SDN-942B11096066-658B38962047-X-378968,Al ‘Usharah,العشرة
SDN-942B97861395-658B16224294-X-7002002,Kōyā,Kōyā
SDN-942B1690804-658B84287182-X-7751657,Dola,دول
SDN-942B51960613-658B15786683-X-378445,Artimeili,
SDN-942B53073919-658B51731802-X-364121,Hillat Wad Jar an Nabi,هلّة ود جر النب
SDN-942B53073919-658B47689734-X-7018780,Al ‘Ileqa al ‘Aṣalāb,Al ‘Ileqa al ‘Aṣalāb
SDN-942B97552203-658B65520291-X-367885,Sa‘ata,سعت
SDN-942B51960613-658B22792001-X-6983275,Qōz,Qōz
SDN-942B53073919-658B95748812-X-7029051,Um Kiterāt,Um Kiterāt
SDN-942B91082353-658B282942-X-380906,Abugga,أبغغأ
SDN-942B53073919-658B95748812-X-7028892,Kābōs,Kābōs
SDN-942B90817386-658B3360231-X-7024588,Hillat Abu Ushar,هلّة أب أشر
SDN-942B97861395-658B53081734-X-367828,Safa,سف
SDN-942B3923818-658B4724147-X-371819,Kurni,كرن
SDN-942B3923818-658B4724147-X-378416,Asangdali,أسنغدل
SDN-942B1690804-658B72074541-X-374839,Gibsra,غإبسر
SDN-942B1690804-658B72074541-X-374839,Gibsra,
SDN-942B3923818-658B23361016-X-371858,Kurbi,كرب
SDN-942B97861395-658B26539632-X-367294,Shaqq,شغغ
SDN-942B53073919-658B51731802-X-378297,As Senaga,Es Senaga
SDN-942B53073919-658B4455443-X-379499,Al Ghīlah,الغيلة
SDN-942B86275988-658B34506299-X-374615,Gulobei,مد
SDN-942B51960613-658B77015060-X-364257,Wad al ‘Ubayd,ود العبيد
SDN-942B97861395-658B39263773-X-364783,Umm Quḩayfāt,أمّ قحيفات
SDN-942B51960613-658B22792001-X-367230,Shasha,شش
SDN-942B1690804-658B73360873-X-365122,Umm Fanato,أمّ فنتو
SDN-942B1690804-658B84287182-X-7751783,Abu Gabaya,أب غأبي
SDN-942B3923818-658B75219108-X-363929,Warenga,قأرنغأ
SDN-942B2883900-658B65201614-X-7029223,Barra,برّ
SDN-942B11096066-658B16705481-X-6992716,Hillat Salha,هلّة سله
SDN-942B97552203-658B471537-X-375774,Ermil Post,إرمل
SDN-942B51960613-658B59992430-X-365369,Umm Akash,أمّ أكش
SDN-942B1690804-658B94495956-X-376347,Dogeshi,
SDN-942B80268870-658B30942172-X-367112,Shellal,
SDN-942B1690804-658B65009750-X-377336,Birkat Saira,بركة سايرة
SDN-942B97552203-658B7044114-X-370868,Maḩbūb,محبوب
SDN-942B69992162-658B74043765-X-7029078,’Awlād Silemān,’Awlād Silemān
SDN-942B1690804-658B38017091-X-380636,Abū Qulayḩah,أبو قليحة
SDN-942B97552203-658B36248286-X-364873,Umm Laylāyah,أمّ ليلاية
SDN-942B82453041-658B54289450-X-381084,Abī Karu,أبي كر
SDN-942B51960613-658B22792001-X-7026544,Al Kumur,الكمر
SDN-942B80268870-658B49244776-X-376865,Daghur,دغر
SDN-942B11858188-658B96645241-X-364088,Wad Nūrayn,ود نورين
SDN-942B97861395-658B91404659-X-6979637,Karkaray,كركري
SDN-942B53073919-658B95748812-X-7028851,Um Hassan,أم هسّن
SDN-942B53073919-658B51731802-X-6991907,Hillat Umm Marih al Jadeda,Hillat Umm Marih al Jadeda
SDN-942B97861395-658B73116180-X-7031423,Az Zanqour,الزنقور
SDN-942B90817386-658B3360231-X-378922,‘Amārat Abū Sinn,عمارة أبو سنّ
SDN-942B51960613-658B15336674-X-7026480,Wited,Wited
SDN-942B51960613-658B59992430-X-366437,Tammari,تمّر
SDN-942B90817386-658B40295097-X-374181,Ḩāmid aş Şūfī,حامد الصوفي
SDN-942B53073919-658B47689734-X-365230,Umm Busa,أمّ بس
SDN-942B97861395-658B15644153-X-7029525,Um Dom,أم دوم
SDN-942B80268870-658B14038138-X-444063,Hillat Wad Damook,هلّة ود دموّك
SDN-942B69992162-658B74043765-X-7029035,Ambabi,أمبب
SDN-942B80268870-658B60481889-X-443921,Er Rahamab,Er Rahamab
SDN-942B51960613-658B51623620-X-375844,El Muhenna,
SDN-942B2883900-658B65201614-X-364227,Wad aş Şarrāf,ود الصرّاف
SDN-942B93854462-658B64088994-X-8385256,Abu Khadimallata,
SDN-942B69992162-658B39799222-X-368147,Ratabat,رتبت
SDN-942B97861395-658B34195442-X-6979576,Assaraf Al Lakhadar,أسّرف اللخدر
SDN-942B51960613-658B786718-X-7026687,Şifer,Şifer
SDN-942B51960613-658B15786683-X-6983219,Khiyara,خير
SDN-942B11096066-658B55709038-X-6992323,Farig Alyas Wad Hassan,فرغ أليس ود هسّن
SDN-942B91082353-658B282942-X-368996,Nyama,نيم
SDN-942B11096066-658B86367930-X-6992450,Gilat Deun,Gilat Deun
SDN-942B97861395-658B73116180-X-7029605,Al Karnak,الكرنك
SDN-942B91082353-658B90307628-X-378340,Asilantir,أسلنتر
SDN-942B51960613-658B15336674-X-7026116,Ţayba Ash Shekh ‘Abd al Bāqi,Ţayba Ash Shekh ‘Abd al Bāqi
SDN-942B53073919-658B95748812-X-7029255,Sibelāt,Sibelāt
SDN-942B53073919-658B31729364-X-7018772,Qiref,Qiref
SDN-942B51960613-658B22792001-X-366502,Takko,تكّو
SDN-942B1690804-658B73360873-X-379902,Ailliet,اللعيت جارالنبى
SDN-942B51960613-658B21018606-X-366401,Tannoba,تنّوب
SDN-942B53073919-658B95748812-X-7029187,Injammena,Injammena
SDN-942B69992162-658B61272609-X-367199,Shawai,شوإ
SDN-942B3923818-658B10289929-X-368995,Nyama,نيم
SDN-942B1690804-658B26042026-X-377029,Burush,برش
SDN-942B1690804-658B90950158-X-375072,Gassana,غأسّن
SDN-942B1690804-658B90950158-X-375072,Gassana,
SDN-942B97552203-658B471537-X-372278,Kokada,كوكد
SDN-942B51960613-658B786718-X-379636,Al Bashīr Ibrāhīm,البشير إبراهيم
SDN-942B69992162-658B5492704-X-372395,Kimla,كمل
SDN-942B80268870-658B49744868-X-443904,Mwes,Mwes
SDN-942B80268870-658B14038138-X-444051,El Tafara,El Tafara
SDN-942B86275988-658B34506299-X-7750715,Fatala,فتل
SDN-942B51960613-658B15786683-X-7026301,Wad Faraj Allah,ود فرج الله
SDN-942B91082353-658B90307628-X-379830,Akhoshali,أخوشل
SDN-942B1690804-658B28872194-X-380578,Abū Rumaylah,أبو رميلة
SDN-942B86275988-658B7364354-X-374696,Goreisho,
SDN-942B51960613-658B51623620-X-6991689,Kambo Jibrel,Kambo Jibrel
SDN-942B97861395-658B5321418-X-365660,Tukswana,تكسون
SDN-942B2883900-658B65201614-X-7029398,As Sineţ,As Sineţ
SDN-942B51960613-658B59992430-X-375851,El Magarit,
SDN-942B80268870-658B44324333-X-364507,Umm Ţuyūr,أمّ طيور
SDN-942B69992162-658B75251993-X-365207,Umm Dam,أمّ دم
SDN-942B51960613-658B59992430-X-364114,Wad Ketuta,
SDN-942B11096066-658B55709038-X-6991607,Hillat Awlad Haj Abu Zed,Hillat Awlad Haj Abu Zed
SDN-942B86275988-658B5901406-X-364667,Umm Sarīr,أمّ سرير
SDN-942B97861395-658B73116180-X-7029633,Gardu Himed,Gardu Himed
SDN-942B1690804-658B73360873-X-364715,Umm Rukūbah,أمّ ركوبة
SDN-942B2883900-658B65201614-X-364972,Umm ‘Īdān,أمّ عيدان
SDN-942B93854462-658B54406774-X-8385279,Alona,ألون
SDN-942B69992162-658B37698204-X-379515,Al Gebir,El Gebir
SDN-942B97861395-658B73116180-X-7029620,Al Kumun,الكمن
SDN-942B2883900-658B65201614-X-366958,Shurayk Murjān,شريك مرجان
SDN-942B51960613-658B51623620-X-377026,Busatab,بستب
SDN-942B51960613-658B15786683-X-7026305,Kobjar,كوبجر
SDN-942B51960613-658B59992430-X-378715,An Nagada,النغأد
SDN-942B51960613-658B51623620-X-373733,Ḩulaylah,حليلة
SDN-942B69992162-658B61272609-X-378929,‘Amārah,عمارة
SDN-942B11096066-658B86367930-X-7023861,Hillat Khor Mosa,هلّة خور موس
SDN-942B3923818-658B61371907-X-363796,Wirwer,Wirwei
SDN-942B51960613-658B15786683-X-6983252,Um Shura,أم شر
SDN-942B97861395-658B65612712-X-434444,Ash Shawaia,الشوإأ
SDN-942B88867350-658B88867350-X-374607,Gumamo,غأممو
SDN-942B1690804-658B90950158-X-364397,Urshi,أرش
SDN-942B80268870-658B49744868-X-377988,Wad Soltab,ود سولتب
SDN-942B80268870-658B44324333-X-7011125,El Timeran,El Timeran
SDN-942B86275988-658B5901406-X-376181,Dukkur Hillal,دكّر هلّل
SDN-942B11096066-658B55709038-X-443992,Hillat Wad Kasir,هلّة ود كسر
SDN-942B6749338-658B12204731-X-370481,Merowe,مروي
SDN-942B97861395-658B95846491-X-373039,Kalacha,
SDN-942B53073919-658B51731802-X-373992,Hashaba,هشب
SDN-942B86275988-658B58223905-X-375259,Gabbad,غأبّد
SDN-942B1690804-658B38017091-X-372553,Khamīs,خميس
SDN-942B69992162-658B37698204-X-378388,Ash Shana,الشن
SDN-942B53073919-658B95748812-X-378303,As Sarāḩinah,السراحنة
SDN-942B69992162-658B39799222-X-373770,Ḩudayd Wad Shayb,حديد ود شيب
SDN-942B2883900-658B68656306-X-7028839,Milesa,Milesa
SDN-942B89754425-658B47875980-X-7010918,Hillat Noh,هلّة نوة
SDN-942B97552203-658B56170266-X-375173,Gamaniya,غأمني
SDN-942B90817386-658B67889192-X-7024643,Qaryat Makali,قرية مكل
SDN-942B2883900-658B27701575-X-379294,Al Kabābīsh,الكبابيش
SDN-942B51960613-658B15786683-X-364449,‘Unaynah,عنينة
SDN-942B51960613-658B51623620-X-6991739,Hillat as Surojab,
SDN-942B11096066-658B55709038-X-6992222,Hillat at Tabsa,هلّة التبس
SDN-942B91082353-658B94436265-X-7002205,Umm Gelbi,Umm Gelbi
SDN-942B53073919-658B95748812-X-7029129,Um Bol,أم بول
SDN-942B86275988-658B3195466-X-8146010,Umm Quittiya,أمّ قإتّي
SDN-942B69992162-658B75251993-X-364620,Umm Shaybah,أمّ شيبة
SDN-942B69992162-658B75251993-X-364320,Wad Abū Sulaymān,ود أبو سليمان
SDN-942B3923818-658B4724147-X-7041546,Badi,
SDN-942B86275988-658B29195193-X-8047364,Abun Gawia,أبن غأوأ
SDN-942B51960613-658B786718-X-368425,Qoz Ar Rihed,قوز الرهيد
SDN-942B3923818-658B82603768-X-8384748,Rakonga,ركونغأ
SDN-942B51960613-658B15336674-X-375617,Fakī Mūsá,فكي موسى
SDN-942B88867350-658B88867350-X-7663605,Koryot,كوريوت
SDN-942B51960613-658B15786683-X-6983224,Um Bōsha ‘Abd Al Bāqi,Um Bōsha ‘Abd Al Bāqi
SDN-942B97861395-658B73116180-X-7031430,Kurundul,كرندل
SDN-942B80268870-658B14038138-X-380248,Adarama,أدرم
SDN-942B91082353-658B90307628-X-370460,Mari,مر
SDN-942B86275988-658B42232983-X-370623,Manasis,
SDN-942B86275988-658B42232983-X-370623,Manasis,منسس
SDN-942B97861395-658B90615655-X-7031467,Daleiba,Daleiba
SDN-942B51960613-658B15336674-X-381184,‘Abbās ‘Abd Allāh,عبّاس عبد الله
SDN-942B3923818-658B23361016-X-364954,Jameina,Umm Jameina
SDN-942B69992162-658B61272609-X-378997,Al ‘Udaydāt,العديدات
SDN-942B69992162-658B83593835-X-378374,Ash Shawwāf,الشوّاف
SDN-942B51960613-658B15336674-X-7026691,Qiḑeḑīma al Laḩāmda,Qiḑeḑīma al Laḩāmda
SDN-942B97861395-658B90615655-X-7002023,Al Giţēb,Al Giţēb
SDN-942B97861395-658B26539632-X-365600,Tungaru,تنقر
SDN-942B80268870-658B49744868-X-365010,Umm Hashima,أمّ هشم
SDN-942B80268870-658B49744868-X-365010,Umm Hashima,أمّ هشم
SDN-942B3923818-658B20729209-X-8385125,Myar,مير
SDN-942B3923818-658B20729209-X-376441,Dumbala,دمبل
SDN-942B53073919-658B4455443-X-365172,Umm Deseis,
SDN-942B97861395-658B73116180-X-7029628,Buqari,بقر
SDN-942B93854462-658B23094141-X-373445,Jabun,جبن
SDN-942B90817386-658B6286402-X-7024488,Hillat el Ishash,Hillat el Ishash
SDN-942B51960613-658B21018606-X-368219,Raḩmānīyah,رحمانيّة
SDN-942B80268870-658B42379236-X-378440,Artoli,أرتول
SDN-942B97552203-658B471537-X-367332,Shālūf,شالوف
SDN-942B1690804-658B73360873-X-367291,Shaqq ‘Abd az ‘Azīz,شقّ عبد أز عزيز
SDN-942B3923818-658B23361016-X-7753559,Tarauni,ترأن
SDN-942B97552203-658B56170266-X-368321,Quraywid,
SDN-942B97552203-658B56170266-X-368321,Quraywid,قريود
SDN-942B93854462-658B86266976-X-369821,Mudata,
SDN-942B82453041-658B45854223-X-367014,Shu‘aybāt,شعيبات
SDN-942B11858188-658B18597122-X-367645,Sannad,سنّد
SDN-942B51960613-658B59992430-X-375897,El Gaa‘fra,El Gaa`fra
SDN-942B2883900-658B27701575-X-363559,Yūsuf Aḩmad,يوسف أحمد
SDN-942B93854462-658B34022269-X-374134,Hamroh,
SDN-942B80268870-658B49744868-X-444023,Hillat Wad Bilelw,Hillat Wad Bilelw;Ab Qedom
SDN-942B2883900-658B84828509-X-370520,Maqdūr,مقدور
SDN-942B51960613-658B22792001-X-6983246,Wiḑema,Wiḑema
SDN-942B91082353-658B94436265-X-7002195,Balmut,بلمت
SDN-942B51960613-658B786718-X-7026680,At Takala,التكل
SDN-942B51960613-658B59992430-X-364245,Wad ‘Arakī,ود عركي
SDN-942B51960613-658B22792001-X-7026555,Wad Kambu,ود كمب
SDN-942B11096066-658B16705481-X-6992714,Qammarab,قمّرب
SDN-942B91082353-658B282942-X-375169,Gambi,غأمب
SDN-942B97552203-658B56170266-X-365484,‘Udayd,عديد
SDN-942B93854462-658B86266976-X-376218,Dudungussa,
SDN-942B89754425-658B29346926-X-374299,Ḩakawlāb,حكولاب
SDN-942B53073919-658B95748812-X-7029140,Takkāl Al Lizeriq,Takkāl Al Lizeriq
SDN-942B53073919-658B51731802-X-6991905,Hillat Birema,Hillat Birema
SDN-942B53073919-658B4455443-X-368365,Qulay‘ah,قليعة
SDN-942B97861395-658B73116180-X-7029695,Al Gardud,الغأردد
SDN-942B11096066-658B38962047-X-364795,Umm Qaraqer,أمّ قرقر
SDN-942B93854462-658B34022269-X-370899,Magissa,
SDN-942B53073919-658B51731802-X-6991875,Hillat Abu ‘Hilef,Hillat Abu ‘Hilef
SDN-942B51960613-658B15336674-X-375426,Fawaida Ghereirat,
SDN-942B86275988-658B34506299-X-7040663,Tu,ت
SDN-942B97861395-658B34195442-X-376450,Dilling,الدانج
SDN-942B2883900-658B65143818-X-376290,Dontāy,دونتاي
SDN-942B93854462-658B84587935-X-366413,Tundubai,تنضباية
SDN-942B69992162-658B83593835-X-370799,Magrur,مغرر
SDN-942B6749338-658B55920549-X-367418,Sese,سيسة
SDN-942B51960613-658B786718-X-370790,Makashfi,مكشف
SDN-942B97861395-658B48438192-X-367901,Rut Rut,رة رت
SDN-942B3923818-658B75219108-X-8390185,Gwimana,
SDN-942B51960613-658B15786683-X-6983254,Wad Kibish,ود كبش
SDN-942B51960613-658B786718-X-378494,Ar Ragal,الرغأل
SDN-942B51960613-658B15786683-X-6991775,Hillat Ali Modawi,هلّة أل مودو
SDN-942B1690804-658B80869572-X-366917,Sibigga,سبغغأ
SDN-942B93854462-658B54406774-X-8385309,Wiwi,وو
SDN-942B90817386-658B3360231-X-7024823,Qaryah Ithnān wa ‘Ishrūn,قرية إثنان و عشرون
SDN-942B53073919-658B95748812-X-7029131,Kalimbo,كلمبو
SDN-942B51960613-658B51623620-X-6991743,Hillat Madany,هلّة مدني
SDN-942B3923818-658B4724147-X-376121,Dungo,دنغو
SDN-942B69992162-658B74043765-X-368034,Rofa,روف
SDN-942B11096066-658B55709038-X-377364,Bir Abu Saleh,
SDN-942B91082353-658B282942-X-379540,El Fil,الفيل
SDN-942B51960613-658B786718-X-7026410,Nuwwara,نوّر
SDN-942B80268870-658B60481889-X-443989,Hillat an Norab,النوراب
SDN-942B1690804-658B26313129-X-375364,Fingyar,فنغير
SDN-942B91082353-658B90307628-X-375730,Fabundo,فبندو
SDN-942B91082353-658B282942-X-379246,Al Khawr,الخور
SDN-942B80268870-658B14038138-X-373935,Hawad,هود
SDN-942B97552203-658B36248286-X-367266,Sharafah,شرفة
SDN-942B86275988-658B34506299-X-7041533,Urdiko,أردكو
SDN-942B97861395-658B72272794-X-6977028,Ar Ramla,الرمل
SDN-942B80268870-658B14038138-X-371917,El Kimer,كمير
SDN-942B51960613-658B77015060-X-368340,Qurādah,قرادة
SDN-942B80268870-658B14038138-X-364679,Al Gilein,أمّ سنت
SDN-942B93854462-658B64088994-X-377686,Beida,البيضاء‎‎
SDN-942B90817386-658B3360231-X-7024496,Maktab Taftish,مكتب تفتش
SDN-942B11096066-658B55709038-X-376244,Ad Dibeba al Hiwe,دبيبة
SDN-942B53073919-658B95748812-X-378264,As Sumayn,السمين
SDN-942B3923818-658B75219108-X-7753557,Tur,تر
SDN-942B97552203-658B471537-X-364866,Umm Luyūnah,أمّ ليونة
SDN-942B53073919-658B51731802-X-7025999,Ad Dibeba,Ad Dibeba
SDN-942B11858188-658B98733817-X-367618,Saraf Sa‘īd,سرف سعيد
SDN-942B51960613-658B51623620-X-7026126,Sarāyat Ad Dibeba,Sarāyat Ad Dibeba
SDN-942B97552203-658B7044114-X-379108,Al Mes,El Mes
SDN-942B2883900-658B68656306-X-7029295,Al Ghuwetāb,Al Ghuwetāb
SDN-942B93854462-658B86266976-X-372728,Kathidik,
SDN-942B80268870-658B14038138-X-444061,Hillat el Qussa,Hillat el Qussa
SDN-942B93854462-658B67199928-X-8385605,Gerarnei,
SDN-942B69992162-658B5492704-X-370974,Madāsīs,مداسيس
SDN-942B51960613-658B22792001-X-7026574,At Taqalab,التقلب
SDN-942B97861395-658B99970676-X-7029536,‘Radeba,‘Radeba
SDN-942B93854462-658B23094141-X-366404,Tanjikei,
SDN-942B1690804-658B26313129-X-364564,Umm Sulay‘ah,أمّ سليعة
SDN-942B1690804-658B45814631-X-375665,Faguri,فغأر
SDN-942B86275988-658B7364354-X-379541,El Fifi,الفف
SDN-942B3923818-658B4724147-X-7750363,Kubbia,كبّأ
SDN-942B51960613-658B15786683-X-378994,Al ‘Uḑayyāt,العضيّات
SDN-942B97861395-658B90615655-X-379587,Al Byeara,El Byeara
SDN-942B91082353-658B94436265-X-373076,Kaiog,كإوغ
SDN-942B6749338-658B55920549-X-367834,Sa‘dinfanti,سعدنفنت
SDN-942B86275988-658B34506299-X-7040662,Toro Keri,
SDN-942B2883900-658B61672055-X-365237,Umm Burmah,أمّ برمة
SDN-942B53073919-658B95748812-X-379561,Al Fanadik,الفندك
SDN-942B97861395-658B26539632-X-364623,Umm Shatta,أمّ شطّة
SDN-942B53073919-658B95748812-X-364741,Umm Ramād,أمّ رماد
